id,activity_id,project_id,name,unit,quantity,unit_price,unit_cost,total_price,total_cost,margin_pct,currency
boq_00514,act_010_08,proj_010,DPM Sheet 250 micron,sqm,200,2253,1577,450600,315400,30.0,INR
boq_00515,act_010_09,proj_010,Vitrified Tiles 800x800mm,sqm,200,8393,5875,1678600,1175000,30.0,INR
boq_00516,act_010_09,proj_010,Ceramic Tiles 300x600mm,sqm,80,4049,2834,323920,226720,30.0,INR
boq_00517,act_010_09,proj_010,Tile Adhesive C2 Grade,bags,40,2037,1426,81480,57040,30.0,INR
boq_00518,act_010_09,proj_010,Tile Grout Mapei,bags,15,684,479,10260,7185,30.0,INR
boq_00519,act_010_09,proj_010,Tile Edge Trim SS,meters,60,358,251,21480,15060,29.9,INR
boq_00520,act_010_10,proj_010,Gypsum Plaster 20mm,bags,50,2431,1702,121550,85100,30.0,INR
boq_00521,act_010_10,proj_010,POP Punning Compound,bags,30,1033,723,30990,21690,30.0,INR
boq_00522,act_010_10,proj_010,Wire Mesh Reinforcement,sqm,100,952,666,95200,66600,30.0,INR
boq_00523,act_010_11,proj_010,Gypsum Board 12.5mm,sqm,150,3131,2192,469650,328800,30.0,INR
boq_00524,act_010_11,proj_010,GI Suspension System,sqm,150,2887,2021,433050,303150,30.0,INR
boq_00525,act_010_11,proj_010,Glass Wool Insulation 50mm,sqm,100,1754,1228,175400,122800,30.0,INR
boq_00526,act_010_12,proj_010,Premium Emulsion Paint,liters,120,4081,2857,489720,342840,30.0,INR
boq_00527,act_010_12,proj_010,Exterior Weather Shield,liters,60,4112,2878,246720,172680,30.0,INR
boq_00528,act_010_12,proj_010,Primer Coat White,liters,60,1299,909,77940,54540,30.0,INR
boq_00529,act_010_12,proj_010,Putty Filler Wall,kg,40,701,490,28040,19600,30.1,INR
boq_00530,act_010_13,proj_010,Teak Wood Panels Grade A,sqm,30,9576,6703,287280,201090,30.0,INR
boq_00531,act_010_13,proj_010,Pre-hung Door Sets,unit,8,6576,4603,52608,36824,30.0,INR
boq_00532,act_010_13,proj_010,Modular Kitchen Framework,lumpsum,1,22616,15831,22616,15831,30.0,INR
boq_00533,act_010_13,proj_010,Cabinet Hardware Premium Set,set,2,2950,2065,5900,4130,30.0,INR
boq_00534,act_010_14,proj_010,EWC Rimless Toilet Suite,unit,4,8866,6206,35464,24824,30.0,INR
boq_00535,act_010_14,proj_010,Concealed Cistern,unit,4,4087,2861,16348,11444,30.0,INR
boq_00536,act_010_14,proj_010,Basin & Pedestal Set,unit,4,4039,2828,16156,11312,30.0,INR
boq_00537,act_010_14,proj_010,CP Fittings Set (Taps/Showers),set,4,5098,3569,20392,14276,30.0,INR
boq_00538,act_010_15,proj_010,Snagging Rectification Labour,lumpsum,1,4650,3255,4650,3255,30.0,INR
boq_00539,act_010_15,proj_010,As-Built Drawings & O&M Manual,set,1,2958,2071,2958,2071,30.0,INR
boq_00540,act_010_15,proj_010,Defect Liability Retention,lumpsum,1,8048,0,8048,0,100.0,INR
