id,activity_id,project_id,date,reported_progress,daily_increment,image_uploaded,weather_event,crew_size,notes,has_issue_logged
upd_001009,act_005_13,proj_005,2023-04-21,28.6,4.27,False,True,11,Overtime shift completed to recover schedule.,False
upd_001010,act_005_13,proj_005,2023-04-22,32.7,4.1,False,False,5,Weather caused brief stoppage.,False
upd_001011,act_005_13,proj_005,2023-04-23,37.1,4.44,True,False,10,Material quality check done; passed.,False
upd_001012,act_005_13,proj_005,2023-04-24,47.3,10.18,False,False,9,Rework required on small section.,False
upd_001013,act_005_13,proj_005,2023-04-25,55.1,7.84,True,False,7,Inspection checkpoint cleared.,False
upd_001014,act_005_13,proj_005,2023-04-26,59.7,4.63,True,False,5,All tasks on track per daily plan.,False
upd_001015,act_005_13,proj_005,2023-04-27,61.7,2.0,True,False,17,Waiting for subcontractor sign-off.,False
upd_001016,act_005_13,proj_005,2023-04-28,72.7,10.98,True,False,16,Night shift deployed to catch up.,True
upd_001017,act_005_13,proj_005,2023-04-29,77.2,4.53,True,False,19,Productivity affected by heat; hydration breaks added.,False
upd_001018,act_005_13,proj_005,2023-04-30,86.1,8.94,True,False,9,Material quality check done; passed.,False
upd_001019,act_005_13,proj_005,2023-05-01,89.5,3.41,False,False,5,Work progressing as planned.,True
upd_001020,act_005_13,proj_005,2023-05-02,91.6,2.07,True,False,7,Good progress — crew at full strength.,False
upd_001021,act_005_13,proj_005,2023-05-03,99.8,8.2,True,False,15,Night shift deployed to catch up.,False
upd_001022,act_005_14,proj_005,2023-05-04,7.0,6.96,True,False,16,Waiting for subcontractor sign-off.,False
upd_001023,act_005_14,proj_005,2023-05-05,15.5,8.5,True,False,18,Client walkthrough conducted.,False
upd_001024,act_005_14,proj_005,2023-05-06,20.5,5.0,True,False,9,Client walkthrough conducted.,False
upd_001025,act_005_14,proj_005,2023-05-07,26.8,6.33,True,False,21,Good progress — crew at full strength.,False
upd_001026,act_005_14,proj_005,2023-05-08,34.8,7.96,True,False,12,Client walkthrough conducted.,True
upd_001027,act_005_14,proj_005,2023-05-09,39.5,4.67,True,True,16,Productivity affected by heat; hydration breaks added.,False
upd_001028,act_005_14,proj_005,2023-05-10,41.8,2.3,False,True,11,Waiting for subcontractor sign-off.,False
upd_001029,act_005_14,proj_005,2023-05-11,53.5,11.74,True,False,16,Weather caused brief stoppage.,False
upd_001030,act_005_14,proj_005,2023-05-12,65.5,12.03,True,False,13,Waiting for subcontractor sign-off.,False
upd_001031,act_005_14,proj_005,2023-05-13,70.7,5.18,True,False,6,Work progressing as planned.,False
upd_001032,act_005_14,proj_005,2023-05-14,86.9,16.23,False,False,10,Minor delays due to material delivery.,False
upd_001033,act_005_14,proj_005,2023-05-15,100.0,13.11,True,False,16,Rework required on small section.,False
upd_001034,act_005_15,proj_005,2023-05-17,13.1,13.12,True,False,5,Waiting for subcontractor sign-off.,False
upd_001035,act_005_15,proj_005,2023-05-18,30.3,17.22,True,False,10,Rework required on small section.,False
upd_001036,act_005_15,proj_005,2023-05-19,41.2,10.88,True,False,5,Waiting for subcontractor sign-off.,False
upd_001037,act_005_15,proj_005,2023-05-20,57.1,15.93,True,False,15,Night shift deployed to catch up.,False
upd_001038,act_005_15,proj_005,2023-05-21,71.4,14.34,True,False,5,Productivity affected by heat; hydration breaks added.,False
upd_001039,act_005_15,proj_005,2023-05-22,84.5,13.1,False,False,20,Minor delays due to material delivery.,True
upd_001040,act_005_15,proj_005,2023-05-23,99.9,15.41,True,False,10,Client walkthrough conducted.,True
upd_001041,act_006_01,proj_006,2023-03-04,12.0,11.96,False,False,21,Productivity affected by heat; hydration breaks added.,False
upd_001042,act_006_01,proj_006,2023-03-05,22.8,10.84,False,False,22,Waiting for subcontractor sign-off.,False
upd_001043,act_006_01,proj_006,2023-03-06,33.7,10.92,True,False,7,Good progress — crew at full strength.,False
upd_001044,act_006_01,proj_006,2023-03-07,48.7,14.97,True,False,9,Client walkthrough conducted.,False
upd_001045,act_006_01,proj_006,2023-03-08,62.8,14.09,True,False,14,Client walkthrough conducted.,False
upd_001046,act_006_01,proj_006,2023-03-09,71.9,9.08,True,False,17,All tasks on track per daily plan.,False
upd_001047,act_006_01,proj_006,2023-03-10,86.2,14.29,True,False,10,Overtime shift completed to recover schedule.,False
upd_001048,act_006_01,proj_006,2023-03-11,100.0,13.85,True,False,18,Material quality check done; passed.,False
upd_001049,act_006_02,proj_006,2023-03-14,11.3,11.28,True,True,13,Safety toolbox talk held; no incidents.,False
upd_001050,act_006_02,proj_006,2023-03-15,22.0,10.68,False,False,4,Inspection checkpoint cleared.,True
upd_001051,act_006_02,proj_006,2023-03-16,25.5,3.48,True,False,12,Equipment breakdown caused 2-hour downtime.,False
upd_001052,act_006_02,proj_006,2023-03-17,31.0,5.47,False,False,8,Minor delays due to material delivery.,False
upd_001053,act_006_02,proj_006,2023-03-18,36.7,5.68,True,False,15,Equipment breakdown caused 2-hour downtime.,True
upd_001054,act_006_02,proj_006,2023-03-19,47.3,10.6,False,False,6,Safety toolbox talk held; no incidents.,False
upd_001055,act_006_02,proj_006,2023-03-20,52.8,5.51,False,False,14,Night shift deployed to catch up.,False
upd_001056,act_006_02,proj_006,2023-03-21,61.4,8.58,False,False,22,All tasks on track per daily plan.,False
upd_001057,act_006_02,proj_006,2023-03-22,73.4,12.04,True,False,22,Overtime shift completed to recover schedule.,False
upd_001058,act_006_02,proj_006,2023-03-23,75.3,1.92,False,True,15,Equipment breakdown caused 2-hour downtime.,True
upd_001059,act_006_02,proj_006,2023-03-24,82.0,6.68,False,False,11,Productivity affected by heat; hydration breaks added.,False
upd_001060,act_006_02,proj_006,2023-03-25,90.7,8.69,True,False,16,Work progressing as planned.,False
upd_001061,act_006_02,proj_006,2023-03-26,100.0,9.4,True,True,8,Waiting for subcontractor sign-off.,False
upd_001062,act_006_03,proj_006,2023-03-27,0.0,0.0,True,False,16,Material quality check done; passed.,False
upd_001063,act_006_03,proj_006,2023-03-28,9.1,9.11,True,False,17,Inspection checkpoint cleared.,False
upd_001064,act_006_03,proj_006,2023-03-29,16.6,7.54,True,False,19,Safety toolbox talk held; no incidents.,False
upd_001065,act_006_03,proj_006,2023-03-30,22.4,5.78,True,False,16,Client walkthrough conducted.,False
upd_001066,act_006_03,proj_006,2023-03-31,29.2,6.8,False,False,19,Client walkthrough conducted.,False
upd_001067,act_006_03,proj_006,2023-04-01,30.3,1.11,True,False,21,Safety toolbox talk held; no incidents.,False
upd_001068,act_006_03,proj_006,2023-04-02,35.5,5.17,True,False,12,Night shift deployed to catch up.,False
upd_001069,act_006_03,proj_006,2023-04-03,41.3,5.82,True,False,7,Rework required on small section.,False
upd_001070,act_006_03,proj_006,2023-04-04,50.8,9.49,True,False,15,Safety toolbox talk held; no incidents.,False
upd_001071,act_006_03,proj_006,2023-04-05,54.6,3.8,True,False,15,Safety toolbox talk held; no incidents.,False
upd_001072,act_006_03,proj_006,2023-04-06,59.3,4.66,True,False,18,Work progressing as planned.,False
upd_001073,act_006_03,proj_006,2023-04-07,62.2,2.95,True,False,8,Night shift deployed to catch up.,False
upd_001074,act_006_03,proj_006,2023-04-08,62.2,0.0,False,False,11,Safety toolbox talk held; no incidents.,False
upd_001075,act_006_03,proj_006,2023-04-09,69.4,7.18,False,False,4,Waiting for subcontractor sign-off.,False
upd_001076,act_006_03,proj_006,2023-04-10,75.1,5.75,True,False,4,Waiting for subcontractor sign-off.,False
upd_001077,act_006_03,proj_006,2023-04-11,77.5,2.42,True,False,20,Night shift deployed to catch up.,False
upd_001078,act_006_03,proj_006,2023-04-12,86.1,8.64,False,False,8,Productivity affected by heat; hydration breaks added.,False
upd_001079,act_006_03,proj_006,2023-04-13,88.9,2.83,True,True,20,Work progressing as planned.,False
upd_001080,act_006_03,proj_006,2023-04-14,88.9,0.0,True,False,12,Work progressing as planned.,False
upd_001081,act_006_03,proj_006,2023-04-15,93.8,4.93,True,False,12,Rework required on small section.,False
upd_001082,act_006_03,proj_006,2023-04-16,99.8,6.01,False,False,4,Inspection checkpoint cleared.,False
upd_001083,act_006_04,proj_006,2023-04-18,11.5,11.45,True,False,16,Client walkthrough conducted.,False
upd_001084,act_006_04,proj_006,2023-04-19,22.6,11.07,True,False,21,Minor delays due to material delivery.,False
upd_001085,act_006_04,proj_006,2023-04-20,37.7,15.11,True,False,4,Work progressing as planned.,False
upd_001086,act_006_04,proj_006,2023-04-21,44.2,6.48,True,False,16,Productivity affected by heat; hydration breaks added.,False
upd_001087,act_006_04,proj_006,2023-04-22,57.4,13.22,True,False,13,Weather caused brief stoppage.,False
upd_001088,act_006_04,proj_006,2023-04-23,69.9,12.5,True,False,5,Rework required on small section.,False
upd_001089,act_006_04,proj_006,2023-04-24,81.4,11.51,False,False,4,Client walkthrough conducted.,False
upd_001090,act_006_04,proj_006,2023-04-25,92.2,10.76,True,False,16,Rework required on small section.,False
upd_001091,act_006_04,proj_006,2023-04-26,100.0,7.89,True,False,11,Overtime shift completed to recover schedule.,False
upd_001092,act_006_05,proj_006,2023-04-17,8.3,8.3,False,False,14,Material quality check done; passed.,False
upd_001093,act_006_05,proj_006,2023-04-18,13.0,4.75,True,False,21,Rework required on small section.,False
upd_001094,act_006_05,proj_006,2023-04-19,20.7,7.65,True,False,20,Equipment breakdown caused 2-hour downtime.,False
upd_001095,act_006_05,proj_006,2023-04-20,27.4,6.69,False,False,8,Rework required on small section.,False
upd_001096,act_006_05,proj_006,2023-04-21,34.3,6.86,True,False,21,Client walkthrough conducted.,False
upd_001097,act_006_05,proj_006,2023-04-22,42.7,8.4,True,False,8,Productivity affected by heat; hydration breaks added.,False
upd_001098,act_006_05,proj_006,2023-04-23,50.3,7.63,False,False,17,Inspection checkpoint cleared.,True
upd_001099,act_006_05,proj_006,2023-04-24,58.3,8.02,False,False,12,Good progress — crew at full strength.,False
upd_001100,act_006_05,proj_006,2023-04-25,58.3,0.0,True,False,12,Safety toolbox talk held; no incidents.,False
upd_001101,act_006_05,proj_006,2023-04-26,64.8,6.5,True,False,4,Waiting for subcontractor sign-off.,False
upd_001102,act_006_05,proj_006,2023-04-27,72.0,7.16,True,False,19,Productivity affected by heat; hydration breaks added.,True
upd_001103,act_006_05,proj_006,2023-04-28,73.8,1.78,True,False,19,Good progress — crew at full strength.,False
upd_001104,act_006_05,proj_006,2023-04-29,78.4,4.63,True,False,4,Equipment breakdown caused 2-hour downtime.,False
upd_001105,act_006_05,proj_006,2023-04-30,78.4,0.0,False,False,10,Night shift deployed to catch up.,False
upd_001106,act_006_05,proj_006,2023-05-01,87.7,9.3,False,False,18,All tasks on track per daily plan.,False
upd_001107,act_006_05,proj_006,2023-05-02,92.8,5.1,False,False,11,Overtime shift completed to recover schedule.,False
upd_001108,act_006_05,proj_006,2023-05-03,100.0,7.23,False,True,16,Productivity affected by heat; hydration breaks added.,False
upd_001109,act_006_06,proj_006,2023-04-17,3.4,3.44,False,False,21,Client walkthrough conducted.,False
upd_001110,act_006_06,proj_006,2023-04-18,14.4,10.96,True,False,7,Material quality check done; passed.,False
upd_001111,act_006_06,proj_006,2023-04-19,14.9,0.48,False,False,11,Client walkthrough conducted.,False
upd_001112,act_006_06,proj_006,2023-04-20,26.9,12.05,True,False,16,Client walkthrough conducted.,False
upd_001113,act_006_06,proj_006,2023-04-21,33.6,6.67,True,False,18,Overtime shift completed to recover schedule.,False
upd_001114,act_006_06,proj_006,2023-04-22,40.3,6.75,True,False,9,Overtime shift completed to recover schedule.,False
upd_001115,act_006_06,proj_006,2023-04-23,43.6,3.3,True,False,8,Material quality check done; passed.,False
upd_001116,act_006_06,proj_006,2023-04-24,48.0,4.43,False,False,7,Good progress — crew at full strength.,False
upd_001117,act_006_06,proj_006,2023-04-25,53.6,5.57,True,False,8,Overtime shift completed to recover schedule.,False
upd_001118,act_006_06,proj_006,2023-04-26,60.1,6.53,True,False,22,Equipment breakdown caused 2-hour downtime.,False
upd_001119,act_006_06,proj_006,2023-04-27,64.8,4.73,True,False,12,Waiting for subcontractor sign-off.,False
upd_001120,act_006_06,proj_006,2023-04-28,68.1,3.29,False,False,7,Minor delays due to material delivery.,False
upd_001121,act_006_06,proj_006,2023-04-29,75.8,7.73,True,False,20,Productivity affected by heat; hydration breaks added.,True
upd_001122,act_006_06,proj_006,2023-04-30,82.3,6.54,True,False,9,Overtime shift completed to recover schedule.,False
upd_001123,act_006_06,proj_006,2023-05-01,85.8,3.47,True,True,14,Safety toolbox talk held; no incidents.,False
upd_001124,act_006_06,proj_006,2023-05-02,90.4,4.6,True,False,8,Good progress — crew at full strength.,False
upd_001125,act_006_06,proj_006,2023-05-03,99.9,9.48,True,True,18,Inspection checkpoint cleared.,False
upd_001126,act_006_07,proj_006,2023-04-18,8.9,8.9,True,False,10,Work progressing as planned.,False
upd_001127,act_006_07,proj_006,2023-04-19,21.4,12.49,True,False,19,Client walkthrough conducted.,False
upd_001128,act_006_07,proj_006,2023-04-20,28.2,6.81,True,False,10,Safety toolbox talk held; no incidents.,False
upd_001129,act_006_07,proj_006,2023-04-21,39.9,11.74,True,False,4,Weather caused brief stoppage.,False
upd_001130,act_006_07,proj_006,2023-04-22,45.3,5.39,True,False,10,Work progressing as planned.,False
upd_001131,act_006_07,proj_006,2023-04-23,55.3,10.03,True,True,8,All tasks on track per daily plan.,False
upd_001132,act_006_07,proj_006,2023-04-24,62.1,6.77,True,False,14,Equipment breakdown caused 2-hour downtime.,True
upd_001133,act_006_07,proj_006,2023-04-25,68.6,6.49,False,False,9,Rework required on small section.,True
upd_001134,act_006_07,proj_006,2023-04-26,78.2,9.58,True,False,22,Night shift deployed to catch up.,False
upd_001135,act_006_07,proj_006,2023-04-27,85.8,7.65,False,False,15,Equipment breakdown caused 2-hour downtime.,False
upd_001136,act_006_07,proj_006,2023-04-28,95.6,9.78,True,False,16,All tasks on track per daily plan.,True
upd_001137,act_006_07,proj_006,2023-04-29,100.0,4.37,True,False,13,Material quality check done; passed.,True
upd_001138,act_006_08,proj_006,2023-05-05,9.8,9.83,True,False,20,Overtime shift completed to recover schedule.,False
upd_001139,act_006_08,proj_006,2023-05-06,19.7,9.95,True,False,7,Safety toolbox talk held; no incidents.,False
upd_001140,act_006_08,proj_006,2023-05-07,31.2,11.51,False,False,19,Productivity affected by heat; hydration breaks added.,False
upd_001141,act_006_08,proj_006,2023-05-08,34.2,2.98,False,False,13,Overtime shift completed to recover schedule.,False
upd_001142,act_006_08,proj_006,2023-05-09,41.4,7.24,True,False,15,Equipment breakdown caused 2-hour downtime.,False
upd_001143,act_006_08,proj_006,2023-05-10,44.1,2.71,True,False,19,Material quality check done; passed.,True
upd_001144,act_006_08,proj_006,2023-05-11,55.7,11.64,True,False,13,Weather caused brief stoppage.,False
upd_001145,act_006_08,proj_006,2023-05-12,60.6,4.95,True,True,7,Productivity affected by heat; hydration breaks added.,True
upd_001146,act_006_08,proj_006,2023-05-13,72.3,11.65,False,False,17,Work progressing as planned.,False
upd_001147,act_006_08,proj_006,2023-05-14,80.8,8.54,True,False,4,Rework required on small section.,False
upd_001148,act_006_08,proj_006,2023-05-15,86.5,5.75,False,False,13,Inspection checkpoint cleared.,False
upd_001149,act_006_08,proj_006,2023-05-16,91.1,4.62,True,False,14,Waiting for subcontractor sign-off.,False
upd_001150,act_006_08,proj_006,2023-05-17,99.7,8.63,False,False,9,Weather caused brief stoppage.,False
upd_001151,act_006_09,proj_006,2023-05-20,4.2,4.15,True,False,19,Night shift deployed to catch up.,False
upd_001152,act_006_09,proj_006,2023-05-21,16.9,12.65,True,False,18,Equipment breakdown caused 2-hour downtime.,True
upd_001153,act_006_09,proj_006,2023-05-22,19.7,2.83,True,False,17,Equipment breakdown caused 2-hour downtime.,False
upd_001154,act_006_09,proj_006,2023-05-23,30.0,10.25,True,False,14,Client walkthrough conducted.,False
upd_001155,act_006_09,proj_006,2023-05-24,40.0,9.95,True,False,15,Minor delays due to material delivery.,False
upd_001156,act_006_09,proj_006,2023-05-25,47.3,7.3,True,False,16,Rework required on small section.,False
upd_001157,act_006_09,proj_006,2023-05-26,47.3,0.0,True,False,9,Safety toolbox talk held; no incidents.,False
upd_001158,act_006_09,proj_006,2023-05-27,50.2,2.92,True,False,14,Productivity affected by heat; hydration breaks added.,True
upd_001159,act_006_09,proj_006,2023-05-28,55.4,5.25,True,False,11,Waiting for subcontractor sign-off.,True
upd_001160,act_006_09,proj_006,2023-05-29,62.2,6.79,True,False,13,Good progress — crew at full strength.,False
upd_001161,act_006_09,proj_006,2023-05-30,71.1,8.94,False,False,6,Material quality check done; passed.,True
upd_001162,act_006_09,proj_006,2023-05-31,78.6,7.5,False,False,8,Weather caused brief stoppage.,False
upd_001163,act_006_09,proj_006,2023-06-01,84.7,6.14,False,False,13,Night shift deployed to catch up.,False
upd_001164,act_006_09,proj_006,2023-06-02,85.3,0.59,True,False,20,Rework required on small section.,False
upd_001165,act_006_09,proj_006,2023-06-03,89.4,4.05,True,False,16,Productivity affected by heat; hydration breaks added.,False
upd_001166,act_006_09,proj_006,2023-06-04,89.5,0.1,True,False,5,Rework required on small section.,False
upd_001167,act_006_09,proj_006,2023-06-05,92.3,2.83,True,False,5,Minor delays due to material delivery.,False
upd_001168,act_006_09,proj_006,2023-06-06,94.4,2.13,True,False,22,Night shift deployed to catch up.,False
upd_001169,act_006_09,proj_006,2023-06-07,98.1,3.71,True,False,10,Inspection checkpoint cleared.,False
upd_001170,act_006_09,proj_006,2023-06-08,100.0,1.91,True,False,7,Inspection checkpoint cleared.,False
upd_001171,act_006_10,proj_006,2023-05-07,0.0,0.0,True,False,21,Client walkthrough conducted.,False
upd_001172,act_006_10,proj_006,2023-05-08,9.7,9.7,True,False,12,Good progress — crew at full strength.,True
upd_001173,act_006_10,proj_006,2023-05-09,18.5,8.81,True,False,9,Minor delays due to material delivery.,False
upd_001174,act_006_10,proj_006,2023-05-10,21.3,2.8,True,False,5,Good progress — crew at full strength.,False
upd_001175,act_006_10,proj_006,2023-05-11,31.2,9.94,True,False,16,Work progressing as planned.,True
upd_001176,act_006_10,proj_006,2023-05-12,39.2,7.97,True,False,22,Rework required on small section.,True
upd_001177,act_006_10,proj_006,2023-05-13,43.4,4.15,True,False,13,Waiting for subcontractor sign-off.,False
upd_001178,act_006_10,proj_006,2023-05-14,50.3,6.93,True,False,21,Minor delays due to material delivery.,False
upd_001179,act_006_10,proj_006,2023-05-15,55.5,5.2,True,False,8,Minor delays due to material delivery.,False
upd_001180,act_006_10,proj_006,2023-05-16,62.9,7.38,True,False,18,Inspection checkpoint cleared.,False
upd_001181,act_006_10,proj_006,2023-05-17,66.6,3.66,True,False,11,Weather caused brief stoppage.,False
upd_001182,act_006_10,proj_006,2023-05-18,71.3,4.68,True,False,15,Overtime shift completed to recover schedule.,False
upd_001183,act_006_10,proj_006,2023-05-19,76.9,5.63,True,False,14,Material quality check done; passed.,False
upd_001184,act_006_10,proj_006,2023-05-20,82.7,5.8,True,False,19,Material quality check done; passed.,False
upd_001185,act_006_10,proj_006,2023-05-21,89.0,6.26,True,False,22,Good progress — crew at full strength.,False
upd_001186,act_006_10,proj_006,2023-05-22,94.2,5.16,True,False,7,Waiting for subcontractor sign-off.,False
upd_001187,act_006_10,proj_006,2023-05-23,100.0,5.93,True,False,18,Overtime shift completed to recover schedule.,False
upd_001188,act_006_11,proj_006,2023-05-24,8.9,8.93,True,False,9,Material quality check done; passed.,False
upd_001189,act_006_11,proj_006,2023-05-25,13.8,4.89,False,False,22,Overtime shift completed to recover schedule.,False
upd_001190,act_006_11,proj_006,2023-05-26,18.0,4.15,False,False,21,Productivity affected by heat; hydration breaks added.,False
upd_001191,act_006_11,proj_006,2023-05-27,25.2,7.17,True,False,22,All tasks on track per daily plan.,False
upd_001192,act_006_11,proj_006,2023-05-28,33.1,7.94,True,False,21,Minor delays due to material delivery.,False
upd_001193,act_006_11,proj_006,2023-05-29,42.3,9.2,False,False,6,Safety toolbox talk held; no incidents.,False
upd_001194,act_006_11,proj_006,2023-05-30,51.6,9.32,False,False,16,Waiting for subcontractor sign-off.,True
upd_001195,act_006_11,proj_006,2023-05-31,59.1,7.48,True,False,8,Equipment breakdown caused 2-hour downtime.,False
upd_001196,act_006_11,proj_006,2023-06-01,70.2,11.05,False,False,8,Rework required on small section.,False
upd_001197,act_006_11,proj_006,2023-06-02,82.4,12.17,True,False,22,Material quality check done; passed.,False
upd_001198,act_006_11,proj_006,2023-06-03,90.6,8.17,True,False,22,Night shift deployed to catch up.,False
upd_001199,act_006_11,proj_006,2023-06-04,100.0,9.54,False,False,17,Productivity affected by heat; hydration breaks added.,False
upd_001200,act_006_12,proj_006,2023-06-07,7.7,7.66,True,False,4,Safety toolbox talk held; no incidents.,False
upd_001201,act_006_12,proj_006,2023-06-08,14.0,6.34,True,False,13,Work progressing as planned.,False
upd_001202,act_006_12,proj_006,2023-06-09,22.7,8.67,True,False,21,All tasks on track per daily plan.,False
upd_001203,act_006_12,proj_006,2023-06-10,30.1,7.37,True,False,4,Weather caused brief stoppage.,False
upd_001204,act_006_12,proj_006,2023-06-11,35.6,5.49,True,False,16,Overtime shift completed to recover schedule.,False
upd_001205,act_006_12,proj_006,2023-06-12,39.9,4.29,True,False,19,Good progress — crew at full strength.,False
upd_001206,act_006_12,proj_006,2023-06-13,44.7,4.8,False,False,17,Good progress — crew at full strength.,False
upd_001207,act_006_12,proj_006,2023-06-14,48.8,4.14,True,False,4,Minor delays due to material delivery.,False
upd_001208,act_006_12,proj_006,2023-06-15,56.1,7.26,False,False,17,Good progress — crew at full strength.,False
upd_001209,act_006_12,proj_006,2023-06-16,62.2,6.1,True,False,18,Equipment breakdown caused 2-hour downtime.,True
upd_001210,act_006_12,proj_006,2023-06-17,64.4,2.21,True,False,9,Material quality check done; passed.,False
upd_001211,act_006_12,proj_006,2023-06-18,70.5,6.1,True,False,15,Weather caused brief stoppage.,False
upd_001212,act_006_12,proj_006,2023-06-19,78.7,8.19,True,False,11,Productivity affected by heat; hydration breaks added.,False
upd_001213,act_006_12,proj_006,2023-06-20,79.1,0.42,True,False,15,Work progressing as planned.,False
upd_001214,act_006_12,proj_006,2023-06-21,85.7,6.58,True,False,7,Safety toolbox talk held; no incidents.,False
upd_001215,act_006_12,proj_006,2023-06-22,95.4,9.73,True,False,20,All tasks on track per daily plan.,False
upd_001216,act_006_12,proj_006,2023-06-23,100.0,4.66,True,False,6,Client walkthrough conducted.,False
upd_001217,act_006_13,proj_006,2023-06-26,6.4,6.41,True,False,6,Rework required on small section.,False
upd_001218,act_006_13,proj_006,2023-06-27,17.5,11.14,True,False,5,Equipment breakdown caused 2-hour downtime.,False
upd_001219,act_006_13,proj_006,2023-06-28,24.6,7.1,True,False,20,Equipment breakdown caused 2-hour downtime.,False
upd_001220,act_006_13,proj_006,2023-06-29,24.6,0.0,True,False,13,Inspection checkpoint cleared.,False
upd_001221,act_006_13,proj_006,2023-06-30,33.7,9.14,True,False,13,Productivity affected by heat; hydration breaks added.,False
upd_001222,act_006_13,proj_006,2023-07-01,47.5,13.78,True,False,22,Good progress — crew at full strength.,False
upd_001223,act_006_13,proj_006,2023-07-02,50.1,2.61,True,False,4,Inspection checkpoint cleared.,False
upd_001224,act_006_13,proj_006,2023-07-03,57.0,6.89,True,False,12,Inspection checkpoint cleared.,False
upd_001225,act_006_13,proj_006,2023-07-04,60.0,3.02,False,False,4,Productivity affected by heat; hydration breaks added.,False
upd_001226,act_006_13,proj_006,2023-07-05,64.9,4.86,True,False,8,Rework required on small section.,True
upd_001227,act_006_13,proj_006,2023-07-06,68.6,3.74,True,False,11,Material quality check done; passed.,False
upd_001228,act_006_13,proj_006,2023-07-07,72.9,4.31,True,False,6,Good progress — crew at full strength.,False
upd_001229,act_006_13,proj_006,2023-07-08,82.1,9.16,False,False,17,Night shift deployed to catch up.,False
upd_001230,act_006_13,proj_006,2023-07-09,85.5,3.36,False,False,9,Weather caused brief stoppage.,False
upd_001231,act_006_13,proj_006,2023-07-10,89.5,4.0,True,False,12,Night shift deployed to catch up.,False
upd_001232,act_006_13,proj_006,2023-07-11,89.9,0.43,True,True,19,Inspection checkpoint cleared.,False
upd_001233,act_006_13,proj_006,2023-07-12,96.5,6.64,False,False,11,Overtime shift completed to recover schedule.,False
upd_001234,act_006_13,proj_006,2023-07-13,99.9,3.4,True,False,20,All tasks on track per daily plan.,False
upd_001235,act_006_14,proj_006,2023-07-14,9.3,9.33,False,False,16,Rework required on small section.,False
upd_001236,act_006_14,proj_006,2023-07-15,16.7,7.37,False,False,7,Equipment breakdown caused 2-hour downtime.,False
upd_001237,act_006_14,proj_006,2023-07-16,26.0,9.27,False,False,12,Waiting for subcontractor sign-off.,False
upd_001238,act_006_14,proj_006,2023-07-17,34.8,8.79,True,False,22,Overtime shift completed to recover schedule.,False
upd_001239,act_006_14,proj_006,2023-07-18,40.4,5.61,True,False,22,Night shift deployed to catch up.,False
upd_001240,act_006_14,proj_006,2023-07-19,44.3,3.91,True,False,9,Waiting for subcontractor sign-off.,False
upd_001241,act_006_14,proj_006,2023-07-20,55.7,11.45,False,False,4,Overtime shift completed to recover schedule.,False
upd_001242,act_006_14,proj_006,2023-07-21,59.8,4.12,True,False,11,Productivity affected by heat; hydration breaks added.,True
upd_001243,act_006_14,proj_006,2023-07-22,69.9,10.06,True,False,6,Work progressing as planned.,False
upd_001244,act_006_14,proj_006,2023-07-23,79.4,9.47,False,False,7,Productivity affected by heat; hydration breaks added.,False
upd_001245,act_006_14,proj_006,2023-07-24,88.8,9.37,True,False,16,Rework required on small section.,False
upd_001246,act_006_14,proj_006,2023-07-25,96.1,7.26,False,False,9,Equipment breakdown caused 2-hour downtime.,False
upd_001247,act_006_14,proj_006,2023-07-26,100.0,4.0,True,False,6,Rework required on small section.,True
upd_001248,act_006_15,proj_006,2023-07-27,14.8,14.78,False,False,14,Inspection checkpoint cleared.,False
upd_001249,act_006_15,proj_006,2023-07-28,24.1,9.28,False,False,16,Overtime shift completed to recover schedule.,False
upd_001250,act_006_15,proj_006,2023-07-29,34.9,10.81,False,False,12,Good progress — crew at full strength.,False
upd_001251,act_006_15,proj_006,2023-07-30,50.7,15.82,False,False,16,Good progress — crew at full strength.,False
upd_001252,act_006_15,proj_006,2023-07-31,67.6,16.93,True,False,17,Weather caused brief stoppage.,False
upd_001253,act_006_15,proj_006,2023-08-01,85.1,17.55,True,False,12,Minor delays due to material delivery.,False
upd_001254,act_006_15,proj_006,2023-08-02,99.9,14.83,False,False,18,Work progressing as planned.,True
upd_001255,act_007_01,proj_007,2023-06-01,9.8,9.76,True,False,5,Rework required on small section.,False
upd_001256,act_007_01,proj_007,2023-06-02,19.7,9.88,True,False,16,Safety toolbox talk held; no incidents.,False
upd_001257,act_007_01,proj_007,2023-06-03,28.5,8.83,False,False,19,Overtime shift completed to recover schedule.,True
upd_001258,act_007_01,proj_007,2023-06-04,36.3,7.81,False,False,6,Client walkthrough conducted.,False
upd_001259,act_007_01,proj_007,2023-06-05,47.6,11.3,True,False,19,Minor delays due to material delivery.,False
upd_001260,act_007_01,proj_007,2023-06-06,58.2,10.55,True,False,13,Overtime shift completed to recover schedule.,False
upd_001261,act_007_01,proj_007,2023-06-07,72.7,14.53,True,False,15,Client walkthrough conducted.,True
upd_001262,act_007_01,proj_007,2023-06-08,88.9,16.16,False,False,13,Rework required on small section.,False
upd_001263,act_007_01,proj_007,2023-06-09,100.0,11.18,False,False,10,Inspection checkpoint cleared.,False
upd_001264,act_007_02,proj_007,2023-06-10,3.8,3.84,True,False,15,Material quality check done; passed.,False
upd_001265,act_007_02,proj_007,2023-06-11,7.9,4.08,False,False,8,Work progressing as planned.,True
upd_001266,act_007_02,proj_007,2023-06-12,17.1,9.17,True,False,19,Overtime shift completed to recover schedule.,False
